사고지역관리번호,사고연도,사고유형구분,위치코드,사고다발지역시도시군구,사고지역위치명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,위도,경도,사고다발지역폴리곤정보,데이터기준일자
2020027,2019,보행노인,30140002,대전광역시 중구2,대전광역시 중구 대흥동(테미로462 부근),3,3,0,2,1,0,36.32138127,127.4208779,"{""type"":""Polygon"",""coordinates"":[[[127.42267453,36.32138127],[127.42264001,36.32109887],[127.42253777,36.32082732],[127.42237174,36.32057705],[127.42214831,36.32035769],[127.42187605,36.32017766],[127.42156544,36.32004389],[127.4212284,36.31996152],[127.4208779,36.3199337],[127.42052739,36.31996152],[127.42019036,36.32004389],[127.41987974,36.32017766],[127.41960749,36.32035769],[127.41938405,36.32057705],[127.41921803,36.32082732],[127.41911579,36.32109887],[127.41908127,36.32138127],[127.41911579,36.32166368],[127.41921803,36.32193523],[127.41938405,36.32218549],[127.41960749,36.32240485],[127.41987974,36.32258487],[127.42019036,36.32271863],[127.42052739,36.32280101],[127.4208779,36.32282882],[127.4212284,36.32280101],[127.42156544,36.32271863],[127.42187605,36.32258487],[127.42214831,36.32240485],[127.42237174,36.32218549],[127.42253777,36.32193523],[127.42264001,36.32166368],[127.42267453,36.32138127]]]}",2023-01-25
2020027,2019,보행노인,30140003,대전광역시 중구3,대전광역시 중구 목동(대흥사거리 부근),2,2,1,0,1,0,36.32429592,127.42804541,"{""type"":""Polygon"",""coordinates"":[[[127.42984204,36.32429592],[127.42980752,36.32401353],[127.42970528,36.32374198],[127.42953925,36.32349173],[127.42931582,36.32327238],[127.42904356,36.32309236],[127.42873295,36.32295859],[127.42839591,36.32287622],[127.42804541,36.3228484],[127.4276949,36.32287622],[127.42735787,36.32295859],[127.42704725,36.32309236],[127.426775,36.32327238],[127.42655157,36.32349173],[127.42638554,36.32374198],[127.4262833,36.32401353],[127.42624878,36.32429592],[127.4262833,36.32457832],[127.42638554,36.32484986],[127.42655157,36.32510011],[127.426775,36.32531946],[127.42704725,36.32549947],[127.42735787,36.32563323],[127.4276949,36.3257156],[127.42804541,36.32574341],[127.42839591,36.3257156],[127.42873295,36.32563323],[127.42904356,36.32549947],[127.42931582,36.32531946],[127.42953925,36.32510011],[127.42970528,36.32484986],[127.42980752,36.32457832],[127.42984204,36.32429592]]]}",2023-01-25
2020027,2019,보행노인,30200001,대전광역시 유성구1,대전광역시 유성구 봉명동(유성삼거리 부근),5,7,2,2,3,0,36.35509314,127.33635333,"{""type"":""Polygon"",""coordinates"":[[[127.33814996,36.35509314],[127.33811544,36.35481085],[127.3380132,36.35453942],[127.33784718,36.35428926],[127.33762374,36.35406999],[127.33735149,36.35389005],[127.33704087,36.35375633],[127.33670384,36.35367399],[127.33635333,36.35364619],[127.33600283,36.35367399],[127.33566579,36.35375633],[127.33535518,36.35389005],[127.33508292,36.35406999],[127.33485949,36.35428926],[127.33469346,36.35453942],[127.33459122,36.35481085],[127.3345567,36.35509314],[127.33459122,36.35537542],[127.33469346,36.35564685],[127.33485949,36.355897],[127.33508292,36.35611626],[127.33535518,36.35629621],[127.33566579,36.35642992],[127.33600283,36.35651225],[127.33635333,36.35654005],[127.33670384,36.35651225],[127.33704087,36.35642992],[127.33735149,36.35629621],[127.33762374,36.35611626],[127.33784718,36.355897],[127.3380132,36.35564685],[127.33811544,36.35537542],[127.33814996,36.35509314]]]}",2023-01-25
2020027,2019,보행노인,30200002,대전광역시 유성구2,대전광역시 유성구 장대동(장대로25 부근),5,5,1,4,0,0,36.35792458,127.336387,"{""type"":""Polygon"",""coordinates"":[[[127.33818363,36.35792458],[127.33814911,36.35764231],[127.33804687,36.35737088],[127.33788084,36.35712073],[127.33765741,36.35690148],[127.33738515,36.35672154],[127.33707454,36.35658783],[127.3367375,36.35650549],[127.336387,36.35647769],[127.33603649,36.35650549],[127.33569946,36.35658783],[127.33538884,36.35672154],[127.33511659,36.35690148],[127.33489316,36.35712073],[127.33472713,36.35737088],[127.33462489,36.35764231],[127.33459037,36.35792458],[127.33462489,36.35820685],[127.33472713,36.35847828],[127.33489316,36.35872842],[127.33511659,36.35894767],[127.33538884,36.35912761],[127.33569946,36.35926131],[127.33603649,36.35934365],[127.336387,36.35937145],[127.3367375,36.35934365],[127.33707454,36.35926131],[127.33738515,36.35912761],[127.33765741,36.35894767],[127.33788084,36.35872842],[127.33804687,36.35847828],[127.33814911,36.35820685],[127.33818363,36.35792458]]]}",2023-01-25
2020027,2019,보행노인,30230001,대전광역시 대덕구1,대전광역시 대덕구 중리동(홍도로106 부근),6,6,0,2,3,1,36.35619081,127.42725588,"{""type"":""Polygon"",""coordinates"":[[[127.42905251,36.35619081],[127.42901799,36.35590853],[127.42891575,36.3556371],[127.42874972,36.35538694],[127.42852629,36.35516768],[127.42825403,36.35498773],[127.42794342,36.35485402],[127.42760638,36.35477168],[127.42725588,36.35474388],[127.42690537,36.35477168],[127.42656834,36.35485402],[127.42625772,36.35498773],[127.42598547,36.35516768],[127.42576204,36.35538694],[127.42559601,36.3556371],[127.42549377,36.35590853],[127.42545925,36.35619081],[127.42549377,36.35647308],[127.42559601,36.35674451],[127.42576204,36.35699466],[127.42598547,36.35721392],[127.42625772,36.35739386],[127.42656834,36.35752757],[127.42690537,36.3576099],[127.42725588,36.3576377],[127.42760638,36.3576099],[127.42794342,36.35752757],[127.42825403,36.35739386],[127.42852629,36.35721392],[127.42874972,36.35699466],[127.42891575,36.35674451],[127.42901799,36.35647308],[127.42905251,36.35619081]]]}",2023-01-25
2020027,2019,보행노인,30230002,대전광역시 대덕구2,대전광역시 대덕구 오정동(대전천북로350 부근),4,4,0,1,3,0,36.35725169,127.40692693,"{""type"":""Polygon"",""coordinates"":[[[127.40872356,36.35725169],[127.40868904,36.35696942],[127.4085868,36.35669799],[127.40842078,36.35644784],[127.40819734,36.35622858],[127.40792509,36.35604864],[127.40761447,36.35591493],[127.40727744,36.35583259],[127.40692693,36.35580479],[127.40657643,36.35583259],[127.40623939,36.35591493],[127.40592878,36.35604864],[127.40565652,36.35622858],[127.40543309,36.35644784],[127.40526706,36.35669799],[127.40516482,36.35696942],[127.4051303,36.35725169],[127.40516482,36.35753397],[127.40526706,36.35780539],[127.40543309,36.35805554],[127.40565652,36.35827479],[127.40592878,36.35845473],[127.40623939,36.35858844],[127.40657643,36.35867077],[127.40692693,36.35869857],[127.40727744,36.35867077],[127.40761447,36.35858844],[127.40792509,36.35845473],[127.40819734,36.35827479],[127.40842078,36.35805554],[127.4085868,36.35780539],[127.40868904,36.35753397],[127.40872356,36.35725169]]]}",2023-01-25
2020027,2019,보행노인,30230003,대전광역시 대덕구3,대전광역시 대덕구 비래동(우암로408 부근),3,3,0,3,0,0,36.35529538,127.45490496,"{""type"":""Polygon"",""coordinates"":[[[127.45670159,36.35529538],[127.45666707,36.3550131],[127.45656483,36.35474167],[127.4563988,36.35449151],[127.45617537,36.35427225],[127.45590311,36.3540923],[127.4555925,36.35395859],[127.45525547,36.35387625],[127.45490496,36.35384844],[127.45455445,36.35387625],[127.45421742,36.35395859],[127.45390681,36.3540923],[127.45363455,36.35427225],[127.45341112,36.35449151],[127.45324509,36.35474167],[127.45314285,36.3550131],[127.45310833,36.35529538],[127.45314285,36.35557767],[127.45324509,36.3558491],[127.45341112,36.35609925],[127.45363455,36.35631851],[127.45390681,36.35649845],[127.45421742,36.35663216],[127.45455445,36.3567145],[127.45490496,36.3567423],[127.45525547,36.3567145],[127.4555925,36.35663216],[127.45590311,36.35649845],[127.45617537,36.35631851],[127.4563988,36.35609925],[127.45656483,36.3558491],[127.45666707,36.35557767],[127.45670159,36.35529538]]]}",2023-01-25
2020037,2019,자전거,30110001,대전광역시 동구1,대전광역시 동구 성남동(성남네거리 부근),7,7,0,1,6,0,36.34094728,127.43586056,"{""type"":""Polygon"",""coordinates"":[[[127.43765719,36.34094728],[127.43762267,36.34066495],[127.43752043,36.34039346],[127.43735441,36.34014326],[127.43713097,36.33992396],[127.43685872,36.33974398],[127.4365481,36.33961024],[127.43621107,36.33952788],[127.43586056,36.33950008],[127.43551006,36.33952788],[127.43517302,36.33961024],[127.43486241,36.33974398],[127.43459015,36.33992396],[127.43436672,36.34014326],[127.43420069,36.34039346],[127.43409845,36.34066495],[127.43406393,36.34094728],[127.43409845,36.34122962],[127.43420069,36.3415011],[127.43436672,36.3417513],[127.43459015,36.3419706],[127.43486241,36.34215057],[127.43517302,36.34228431],[127.43551006,36.34236666],[127.43586056,36.34239447],[127.43621107,36.34236666],[127.4365481,36.34228431],[127.43685872,36.34215057],[127.43713097,36.3419706],[127.43735441,36.3417513],[127.43752043,36.3415011],[127.43762267,36.34122962],[127.43765719,36.34094728]]]}",2023-01-25
2020037,2019,자전거,30110002,대전광역시 동구2,대전광역시 동구 가양동(동부네거리 부근),6,6,0,2,4,0,36.35107981,127.44239157,"{""type"":""Polygon"",""coordinates"":[[[127.4441882,36.35107981],[127.44415368,36.35079751],[127.44405144,36.35052606],[127.44388542,36.35027589],[127.44366198,36.35005662],[127.44338973,36.34987666],[127.44307911,36.34974294],[127.44274208,36.3496606],[127.44239157,36.34963279],[127.44204107,36.3496606],[127.44170403,36.34974294],[127.44139342,36.34987666],[127.44112116,36.35005662],[127.44089773,36.35027589],[127.4407317,36.35052606],[127.44062946,36.35079751],[127.44059494,36.35107981],[127.44062946,36.35136211],[127.4407317,36.35163355],[127.44089773,36.35188372],[127.44112116,36.35210299],[127.44139342,36.35228294],[127.44170403,36.35241666],[127.44204107,36.352499],[127.44239157,36.3525268],[127.44274208,36.352499],[127.44307911,36.35241666],[127.44338973,36.35228294],[127.44366198,36.35210299],[127.44388542,36.35188372],[127.44405144,36.35163355],[127.44415368,36.35136211],[127.4441882,36.35107981]]]}",2023-01-25
2020037,2019,자전거,30110003,대전광역시 동구3,대전광역시 동구 인동(대흥로204 부근),5,5,0,2,3,0,36.32621574,127.43423694,"{""type"":""Polygon"",""coordinates"":[[[127.43603357,36.32621574],[127.43599905,36.32593335],[127.43589681,36.32566181],[127.43573078,36.32541156],[127.43550735,36.32519222],[127.43523509,36.3250122],[127.43492448,36.32487844],[127.43458744,36.32479607],[127.43423694,36.32476826],[127.43388643,36.32479607],[127.4335494,36.32487844],[127.43323878,36.3250122],[127.43296653,36.32519222],[127.43274309,36.32541156],[127.43257707,36.32566181],[127.43247483,36.32593335],[127.43244031,36.32621574],[127.43247483,36.32649812],[127.43257707,36.32676966],[127.43274309,36.3270199],[127.43296653,36.32723925],[127.43323878,36.32741925],[127.4335494,36.32755301],[127.43388643,36.32763538],[127.43423694,36.32766319],[127.43458744,36.32763538],[127.43492448,36.32755301],[127.43523509,36.32741925],[127.43550735,36.32723925],[127.43573078,36.3270199],[127.43589681,36.32676966],[127.43599905,36.32649812],[127.43603357,36.32621574]]]}",2023-01-25
2020037,2019,자전거,30140001,대전광역시 중구1,대전광역시 중구 오류동(오류사거리 부근),5,9,0,1,2,6,36.32804247,127.40348826,"{""type"":""Polygon"",""coordinates"":[[[127.40528489,36.32804247],[127.40525037,36.32776009],[127.40514813,36.32748856],[127.4049821,36.32723831],[127.40475867,36.32701897],[127.40448641,36.32683896],[127.4041758,36.3267052],[127.40383876,36.32662283],[127.40348826,36.32659502],[127.40313775,36.32662283],[127.40280072,36.3267052],[127.4024901,36.32683896],[127.40221785,36.32701897],[127.40199441,36.32723831],[127.40182839,36.32748856],[127.40172615,36.32776009],[127.40169163,36.32804247],[127.40172615,36.32832485],[127.40182839,36.32859638],[127.40199441,36.32884662],[127.40221785,36.32906595],[127.4024901,36.32924596],[127.40280072,36.32937971],[127.40313775,36.32946208],[127.40348826,36.32948989],[127.40383876,36.32946208],[127.4041758,36.32937971],[127.40448641,36.32924596],[127.40475867,36.32906595],[127.4049821,36.32884662],[127.40514813,36.32859638],[127.40525037,36.32832485],[127.40528489,36.32804247]]]}",2023-01-25
2020037,2019,자전거,30140002,대전광역시 중구2,대전광역시 중구 태평동(태평오거리 부근),4,5,1,2,1,1,36.32548749,127.39465319,"{""type"":""Polygon"",""coordinates"":[[[127.39644982,36.32548749],[127.3964153,36.3252051],[127.39631306,36.32493356],[127.39614704,36.3246833],[127.3959236,36.32446396],[127.39565135,36.32428394],[127.39534073,36.32415018],[127.3950037,36.3240678],[127.39465319,36.32403999],[127.39430269,36.3240678],[127.39396565,36.32415018],[127.39365504,36.32428394],[127.39338278,36.32446396],[127.39315935,36.3246833],[127.39299332,36.32493356],[127.39289109,36.3252051],[127.39285656,36.32548749],[127.39289109,36.32576988],[127.39299332,36.32604141],[127.39315935,36.32629166],[127.39338278,36.326511],[127.39365504,36.32669101],[127.39396565,36.32682477],[127.39430269,36.32690714],[127.39465319,36.32693496],[127.3950037,36.32690714],[127.39534073,36.32682477],[127.39565135,36.32669101],[127.3959236,36.326511],[127.39614704,36.32629166],[127.39631306,36.32604141],[127.3964153,36.32576988],[127.39644982,36.32548749]]]}",2023-01-25
2020037,2019,자전거,30140003,대전광역시 중구3,대전광역시 중구 용두동(계룡로815 부근),4,5,0,3,1,1,36.32600683,127.40810099,"{""type"":""Polygon"",""coordinates"":[[[127.40989762,36.32600683],[127.40986309,36.32572444],[127.40976086,36.3254529],[127.40959483,36.32520265],[127.40937139,36.32498331],[127.40909914,36.32480329],[127.40878853,36.32466953],[127.40845149,36.32458716],[127.40810099,36.32455934],[127.40775048,36.32458716],[127.40741344,36.32466953],[127.40710283,36.32480329],[127.40683058,36.32498331],[127.40660714,36.32520265],[127.40644111,36.3254529],[127.40633888,36.32572444],[127.40630435,36.32600683],[127.40633888,36.32628922],[127.40644111,36.32656075],[127.40660714,36.326811],[127.40683058,36.32703034],[127.40710283,36.32721035],[127.40741344,36.32734411],[127.40775048,36.32742648],[127.40810099,36.32745429],[127.40845149,36.32742648],[127.40878853,36.32734411],[127.40909914,36.32721035],[127.40937139,36.32703034],[127.40959483,36.326811],[127.40976086,36.32656075],[127.40986309,36.32628922],[127.40989762,36.32600683]]]}",2023-01-25
2020037,2019,자전거,30170001,대전광역시 서구1,대전광역시 서구 갈마동(갈마삼거리 부근),6,6,0,3,3,0,36.35273354,127.36954499,"{""type"":""Polygon"",""coordinates"":[[[127.37134162,36.35273354],[127.3713071,36.35245124],[127.37120486,36.3521798],[127.37103884,36.35192964],[127.3708154,36.35171036],[127.37054315,36.35153041],[127.37023253,36.35139669],[127.3698955,36.35131435],[127.36954499,36.35128655],[127.36919449,36.35131435],[127.36885745,36.35139669],[127.36854684,36.35153041],[127.36827458,36.35171036],[127.36805115,36.35192964],[127.36788512,36.3521798],[127.36778288,36.35245124],[127.36774836,36.35273354],[127.36778288,36.35301583],[127.36788512,36.35328727],[127.36805115,36.35353743],[127.36827458,36.3537567],[127.36854684,36.35393664],[127.36885745,36.35407036],[127.36919449,36.3541527],[127.36954499,36.3541805],[127.3698955,36.3541527],[127.37023253,36.35407036],[127.37054315,36.35393664],[127.3708154,36.3537567],[127.37103884,36.35353743],[127.37120486,36.35328727],[127.3713071,36.35301583],[127.37134162,36.35273354]]]}",2023-01-25
2020037,2019,자전거,30170002,대전광역시 서구2,대전광역시 서구 월평동(월평네거리 부근),6,6,0,0,6,0,36.35849483,127.36380446,"{""type"":""Polygon"",""coordinates"":[[[127.36560109,36.35849483],[127.36556657,36.35821256],[127.36546433,36.35794113],[127.3652983,36.35769099],[127.36507487,36.35747173],[127.36480261,36.35729179],[127.364492,36.35715809],[127.36415497,36.35707575],[127.36380446,36.35704795],[127.36345396,36.35707575],[127.36311692,36.35715809],[127.36280631,36.35729179],[127.36253405,36.35747173],[127.36231062,36.35769099],[127.36214459,36.35794113],[127.36204235,36.35821256],[127.36200783,36.35849483],[127.36204235,36.3587771],[127.36214459,36.35904852],[127.36231062,36.35929866],[127.36253405,36.35951791],[127.36280631,36.35969785],[127.36311692,36.35983155],[127.36345396,36.35991388],[127.36380446,36.35994168],[127.36415497,36.35991388],[127.364492,36.35983155],[127.36480261,36.35969785],[127.36507487,36.35951791],[127.3652983,36.35929866],[127.36546433,36.35904852],[127.36556657,36.3587771],[127.36560109,36.35849483]]]}",2023-01-25
2020037,2019,자전거,30170003,대전광역시 서구3,대전광역시 서구 탄방동(삼천교사거리 부근),5,5,0,4,1,0,36.34902495,127.40188214,"{""type"":""Polygon"",""coordinates"":[[[127.40367877,36.34902495],[127.40364425,36.34874264],[127.40354201,36.34847119],[127.40337599,36.34822101],[127.40315255,36.34800173],[127.4028803,36.34782176],[127.40256968,36.34768804],[127.40223265,36.34760569],[127.40188214,36.34757789],[127.40153164,36.34760569],[127.4011946,36.34768804],[127.40088399,36.34782176],[127.40061173,36.34800173],[127.4003883,36.34822101],[127.40022227,36.34847119],[127.40012003,36.34874264],[127.40008551,36.34902495],[127.40012003,36.34930725],[127.40022227,36.34957871],[127.4003883,36.34982888],[127.40061173,36.35004816],[127.40088399,36.35022811],[127.4011946,36.35036183],[127.40153164,36.35044417],[127.40188214,36.35047198],[127.40223265,36.35044417],[127.40256968,36.35036183],[127.4028803,36.35022811],[127.40315255,36.35004816],[127.40337599,36.34982888],[127.40354201,36.34957871],[127.40364425,36.34930725],[127.40367877,36.34902495]]]}",2023-01-25
2020037,2019,자전거,30170004,대전광역시 서구4,대전광역시 서구 도마동(도마네거리 부근),4,4,0,1,3,0,36.31229737,127.37830429,"{""type"":""Polygon"",""coordinates"":[[[127.38010092,36.31229737],[127.3800664,36.31201493],[127.37996416,36.31174335],[127.37979814,36.31149305],[127.3795747,36.31127367],[127.37930245,36.31109362],[127.37899183,36.31095983],[127.3786548,36.31087745],[127.37830429,36.31084963],[127.37795379,36.31087745],[127.37761675,36.31095983],[127.37730614,36.31109362],[127.37703388,36.31127367],[127.37681045,36.31149305],[127.37664442,36.31174335],[127.37654218,36.31201493],[127.37650766,36.31229737],[127.37654218,36.31257981],[127.37664442,36.31285139],[127.37681045,36.31310168],[127.37703388,36.31332106],[127.37730614,36.3135011],[127.37761675,36.31363488],[127.37795379,36.31371727],[127.37830429,36.31374508],[127.3786548,36.31371727],[127.37899183,36.31363488],[127.37930245,36.3135011],[127.3795747,36.31332106],[127.37979814,36.31310168],[127.37996416,36.31285139],[127.3800664,36.31257981],[127.38010092,36.31229737]]]}",2023-01-25
2020037,2019,자전거,30170005,대전광역시 서구5,대전광역시 서구 만년동(둔산동1514 부근),4,4,0,0,4,0,36.36504544,127.38207616,"{""type"":""Polygon"",""coordinates"":[[[127.38387279,36.36504544],[127.38383827,36.36476319],[127.38373603,36.36449179],[127.38357,36.36424167],[127.38334657,36.36402243],[127.38307431,36.36384251],[127.3827637,36.36370881],[127.38242667,36.36362648],[127.38207616,36.36359868],[127.38172565,36.36362648],[127.38138862,36.36370881],[127.38107801,36.36384251],[127.38080575,36.36402243],[127.38058232,36.36424167],[127.38041629,36.36449179],[127.38031405,36.36476319],[127.38027953,36.36504544],[127.38031405,36.36532769],[127.38041629,36.36559908],[127.38058232,36.36584921],[127.38080575,36.36606844],[127.38107801,36.36624836],[127.38138862,36.36638205],[127.38172565,36.36646438],[127.38207616,36.36649217],[127.38242667,36.36646438],[127.3827637,36.36638205],[127.38307431,36.36624836],[127.38334657,36.36606844],[127.38357,36.36584921],[127.38373603,36.36559908],[127.38383827,36.36532769],[127.38387279,36.36504544]]]}",2023-01-25
2020037,2019,자전거,30200001,대전광역시 유성구1,대전광역시 유성구 봉명동(계룡로111 부근),6,6,0,1,5,0,36.35320631,127.34309425,"{""type"":""Polygon"",""coordinates"":[[[127.34489089,36.35320631],[127.34485636,36.35292402],[127.34475412,36.35265258],[127.3445881,36.35240242],[127.34436466,36.35218315],[127.34409241,36.35200319],[127.3437818,36.35186948],[127.34344476,36.35178714],[127.34309425,36.35175933],[127.34274375,36.35178714],[127.34240671,36.35186948],[127.3420961,36.35200319],[127.34182384,36.35218315],[127.34160041,36.35240242],[127.34143438,36.35265258],[127.34133215,36.35292402],[127.34129762,36.35320631],[127.34133215,36.3534886],[127.34143438,36.35376004],[127.34160041,36.3540102],[127.34182384,36.35422947],[127.3420961,36.35440941],[127.34240671,36.35454312],[127.34274375,36.35462546],[127.34309425,36.35465327],[127.34344476,36.35462546],[127.3437818,36.35454312],[127.34409241,36.35440941],[127.34436466,36.35422947],[127.3445881,36.3540102],[127.34475412,36.35376004],[127.34485636,36.3534886],[127.34489089,36.35320631]]]}",2023-01-25
2020037,2019,자전거,30200002,대전광역시 유성구2,대전광역시 유성구 장대동(궁동네거리 부근),5,5,0,3,2,0,36.36428924,127.33872624,"{""type"":""Polygon"",""coordinates"":[[[127.34052287,36.36428924],[127.34048835,36.36400699],[127.34038611,36.36373559],[127.34022008,36.36348546],[127.33999665,36.36326622],[127.33972439,36.3630863],[127.33941378,36.3629526],[127.33907675,36.36287027],[127.33872624,36.36284247],[127.33837573,36.36287027],[127.3380387,36.3629526],[127.33772809,36.3630863],[127.33745583,36.36326622],[127.3372324,36.36348546],[127.33706637,36.36373559],[127.33696413,36.36400699],[127.33692961,36.36428924],[127.33696413,36.36457149],[127.33706637,36.36484289],[127.3372324,36.36509302],[127.33745583,36.36531225],[127.33772809,36.36549217],[127.3380387,36.36562586],[127.33837573,36.36570819],[127.33872624,36.36573599],[127.33907675,36.36570819],[127.33941378,36.36562586],[127.33972439,36.36549217],[127.33999665,36.36531225],[127.34022008,36.36509302],[127.34038611,36.36484289],[127.34048835,36.36457149],[127.34052287,36.36428924]]]}",2023-01-25
2020037,2019,자전거,30200003,대전광역시 유성구3,대전광역시 유성구 장대동(장대네거리 부근),4,4,0,2,2,0,36.36001856,127.33526717,"{""type"":""Polygon"",""coordinates"":[[[127.3370638,36.36001856],[127.33702928,36.35973629],[127.33692704,36.35946487],[127.33676102,36.35921473],[127.33653758,36.35899548],[127.33626533,36.35881554],[127.33595471,36.35868184],[127.33561768,36.3585995],[127.33526717,36.3585717],[127.33491667,36.3585995],[127.33457963,36.35868184],[127.33426902,36.35881554],[127.33399676,36.35899548],[127.33377333,36.35921473],[127.3336073,36.35946487],[127.33350507,36.35973629],[127.33347054,36.36001856],[127.33350507,36.36030082],[127.3336073,36.36057224],[127.33377333,36.36082237],[127.33399676,36.36104162],[127.33426902,36.36122155],[127.33457963,36.36135525],[127.33491667,36.36143758],[127.33526717,36.36146538],[127.33561768,36.36143758],[127.33595471,36.36135525],[127.33626533,36.36122155],[127.33653758,36.36104162],[127.33676102,36.36082237],[127.33692704,36.36057224],[127.33702928,36.36030082],[127.3370638,36.36001856]]]}",2023-01-25
2020037,2019,자전거,30200004,대전광역시 유성구4,대전광역시 유성구 봉명동(봉명동49640 부근),4,4,0,1,3,0,36.35941099,127.35773308,"{""type"":""Polygon"",""coordinates"":[[[127.35952971,36.35941099],[127.35949519,36.35912872],[127.35939295,36.3588573],[127.35922692,36.35860715],[127.35900349,36.3583879],[127.35873123,36.35820796],[127.35842062,36.35807426],[127.35808358,36.35799192],[127.35773308,36.35796412],[127.35738257,36.35799192],[127.35704554,36.35807426],[127.35673492,36.35820796],[127.35646267,36.3583879],[127.35623923,36.35860715],[127.35607321,36.3588573],[127.35597097,36.35912872],[127.35593645,36.35941099],[127.35597097,36.35969325],[127.35607321,36.35996467],[127.35623923,36.36021481],[127.35646267,36.36043406],[127.35673492,36.36061399],[127.35704554,36.36074769],[127.35738257,36.36083002],[127.35773308,36.36085782],[127.35808358,36.36083002],[127.35842062,36.36074769],[127.35873123,36.36061399],[127.35900349,36.36043406],[127.35922692,36.36021481],[127.35939295,36.35996467],[127.35949519,36.35969325],[127.35952971,36.35941099]]]}",2023-01-25
2020037,2019,자전거,30200005,대전광역시 유성구5,대전광역시 유성구 봉명동(계룡로159 부근),4,4,0,1,3,0,36.35181795,127.3484079,"{""type"":""Polygon"",""coordinates"":[[[127.35020453,36.35181795],[127.35017001,36.35153565],[127.35006777,36.3512642],[127.34990174,36.35101404],[127.34967831,36.35079476],[127.34940605,36.35061481],[127.34909544,36.35048109],[127.3487584,36.35039874],[127.3484079,36.35037094],[127.34805739,36.35039874],[127.34772036,36.35048109],[127.34740975,36.35061481],[127.34713749,36.35079476],[127.34691406,36.35101404],[127.34674803,36.3512642],[127.34664579,36.35153565],[127.34661127,36.35181795],[127.34664579,36.35210024],[127.34674803,36.35237168],[127.34691406,36.35262185],[127.34713749,36.35284112],[127.34740975,36.35302107],[127.34772036,36.35315478],[127.34805739,36.35323712],[127.3484079,36.35326493],[127.3487584,36.35323712],[127.34909544,36.35315478],[127.34940605,36.35302107],[127.34967831,36.35284112],[127.34990174,36.35262185],[127.35006777,36.35237168],[127.35017001,36.35210024],[127.35020453,36.35181795]]]}",2023-01-25
2020037,2019,자전거,30230001,대전광역시 대덕구1,대전광역시 대덕구 오정동(오정사거리 부근),4,4,0,2,2,0,36.35785243,127.4155137,"{""type"":""Polygon"",""coordinates"":[[[127.41731033,36.35785243],[127.41727581,36.35757016],[127.41717357,36.35729873],[127.41700755,36.35704858],[127.41678411,36.35682933],[127.41651186,36.35664939],[127.41620124,36.35651568],[127.41586421,36.35643334],[127.4155137,36.35640554],[127.4151632,36.35643334],[127.41482616,36.35651568],[127.41451555,36.35664939],[127.41424329,36.35682933],[127.41401986,36.35704858],[127.41385383,36.35729873],[127.41375159,36.35757016],[127.41371707,36.35785243],[127.41375159,36.3581347],[127.41385383,36.35840613],[127.41401986,36.35865627],[127.41424329,36.35887552],[127.41451555,36.35905546],[127.41482616,36.35918916],[127.4151632,36.3592715],[127.4155137,36.3592993],[127.41586421,36.3592715],[127.41620124,36.35918916],[127.41651186,36.35905546],[127.41678411,36.35887552],[127.41700755,36.35865627],[127.41717357,36.35840613],[127.41727581,36.3581347],[127.41731033,36.35785243]]]}",2023-01-25
2021017,2020,보행어린이,30170001,대전광역시 서구1,대전광역시 서구 갈마동(대영마트 부근),3,3,0,1,2,0,36.34755816,127.36735839,"{""type"":""Polygon"",""coordinates"":[[[127.36915502,36.34755816],[127.3691205,36.34727585],[127.36901826,36.34700439],[127.36885224,36.34675421],[127.3686288,36.34653492],[127.36835655,36.34635496],[127.36804593,36.34622123],[127.3677089,36.34613888],[127.36735839,36.34611108],[127.36700789,36.34613888],[127.36667085,36.34622123],[127.36636024,36.34635496],[127.36608798,36.34653492],[127.36586455,36.34675421],[127.36569852,36.34700439],[127.36559629,36.34727585],[127.36556176,36.34755816],[127.36559629,36.34784047],[127.36569852,36.34811193],[127.36586455,36.34836211],[127.36608798,36.34858139],[127.36636024,36.34876135],[127.36667085,36.34889507],[127.36700789,36.34897742],[127.36735839,36.34900522],[127.3677089,36.34897742],[127.36804593,36.34889507],[127.36835655,36.34876135],[127.3686288,36.34858139],[127.36885224,36.34836211],[127.36901826,36.34811193],[127.3691205,36.34784047],[127.36915502,36.34755816]]]}",2023-01-25
