사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021091100100535,2021년 9월 11일 18시,토요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,여,63세,중상
2021091100100645,2021년 9월 11일 21시,토요일,대전광역시 서구 만년동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,17세,상해없음,보행자,여,25세,중상
2021091200100388,2021년 9월 12일 19시,일요일,대전광역시 대덕구 중리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,21세,상해없음,보행자,여,50세,중상
2021091300100102,2021년 9월 13일 08시,월요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,여,36세,경상
2021091300100177,2021년 9월 13일 10시,월요일,대전광역시 대덕구 덕암동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,70세,상해없음,보행자,남,93세,사망
2021091300100217,2021년 9월 13일 11시,월요일,대전광역시 서구 월평동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,76세,상해없음,보행자,남,26세,경상
2021091300100357,2021년 9월 13일 14시,월요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,이륜,남,41세,상해없음,보행자,남,58세,경상
2021091400100171,2021년 9월 14일 09시,화요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,77세,상해없음,보행자,여,80세,경상
2021091400100205,2021년 9월 14일 10시,화요일,대전광역시 중구 문화동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,승용,남,46세,상해없음,보행자,여,79세,중상
2021091400100333,2021년 9월 14일 13시,화요일,대전광역시 서구 월평동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,승용,남,47세,경상
2021091400100425,2021년 9월 14일 15시,화요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,건조,맑음,교차로 - 교차로횡단보도내,승용,여,42세,상해없음,보행자,남,12세,경상
2021091400100622,2021년 9월 14일 19시,화요일,대전광역시 대덕구 송촌동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,36세,상해없음,보행자,여,24세,경상
2021091400100623,2021년 9월 14일 19시,화요일,대전광역시 서구 만년동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,62세,상해없음,보행자,남,22세,경상
2021091400100662,2021년 9월 14일 20시,화요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,23세,기타불명,보행자,남,68세,경상
2021091400100718,2021년 9월 14일 22시,화요일,대전광역시 유성구 구암동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,29세,상해없음,보행자,남,33세,중상
2021091500100074,2021년 9월 15일 07시,수요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,보행자,여,23세,경상
2021091500100223,2021년 9월 15일 10시,수요일,대전광역시 대덕구 신탄진동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,62세,상해없음,보행자,남,78세,중상
2021091500100294,2021년 9월 15일 12시,수요일,대전광역시 중구 문창동,경상사고,0,0,1,0,차대사람 - 차도통행중,기타,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,보행자,여,10세,경상
2021091500100602,2021년 9월 15일 18시,수요일,대전광역시 유성구 교촌동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,기타 - 기타,승용,남,45세,상해없음,보행자,여,23세,경상
2021091500100646,2021년 9월 15일 19시,수요일,대전광역시 동구 판암동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,19세,상해없음,보행자,여,66세,경상
2021091600100018,2021년 9월 16일 04시,목요일,대전광역시 서구 만년동,중상사고,0,2,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,37세,상해없음,보행자,남,29세,중상
2021091600100119,2021년 9월 16일 08시,목요일,대전광역시 유성구 노은동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,보행자,여,47세,경상
2021091600100220,2021년 9월 16일 11시,목요일,대전광역시 유성구 관평동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,37세,상해없음,보행자,여,67세,경상
2021091600100302,2021년 9월 16일 13시,목요일,대전광역시 동구 홍도동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,49세,상해없음,보행자,여,84세,경상
2021091600100699,2021년 9월 16일 23시,목요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,35세,상해없음,보행자,여,15세,경상
2021091700100302,2021년 9월 17일 12시,금요일,대전광역시 서구 도마동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,36세,상해없음,보행자,여,71세,사망
2021091700100636,2021년 9월 17일 18시,금요일,대전광역시 동구 인동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,보행자,남,7세,경상
2021091700100732,2021년 9월 17일 20시,금요일,대전광역시 동구 성남동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,36세,경상
2021091700100797,2021년 9월 17일 22시,금요일,대전광역시 유성구 봉명동,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,43세,상해없음,보행자,남,27세,중상
2021091800100116,2021년 9월 18일 09시,토요일,대전광역시 동구 판암동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,50세,상해없음,보행자,남,80세,중상
2021091800100175,2021년 9월 18일 10시,토요일,대전광역시 서구 괴정동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,70세,상해없음,보행자,여,77세,경상
2021091800100650,2021년 9월 18일 21시,토요일,대전광역시 서구 복수동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,개인형이동수단(PM),여,36세,상해없음,보행자,남,62세,경상
2021091800100677,2021년 9월 18일 22시,토요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,19세,상해없음,보행자,여,20세,중상
2021091900100021,2021년 9월 19일 02시,일요일,대전광역시 중구 중촌동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,72세,상해없음
2021091900100251,2021년 9월 19일 15시,일요일,대전광역시 중구 용두동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31세,상해없음,보행자,여,80세,중상
2021092000100450,2021년 9월 20일 22시,월요일,대전광역시 대덕구 석봉동,중상사고,0,1,0,0,차대사람 - 횡단중,기타,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,18세,상해없음,보행자,여,27세,중상
2021092100100183,2021년 9월 21일 15시,화요일,대전광역시 중구 태평동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,7세,경상
2021092100100314,2021년 9월 21일 20시,화요일,대전광역시 유성구 원내동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,기타 - 기타,승용,남,43세,상해없음,보행자,남,61세,경상
2021092200100099,2021년 9월 22일 11시,수요일,대전광역시 대덕구 석봉동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,여,42세,상해없음,보행자,남,75세,중상
2021092200100382,2021년 9월 22일 21시,수요일,대전광역시 대덕구 중리동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,보행자,남,61세,중상
2021092300100478,2021년 9월 23일 18시,목요일,대전광역시 서구 월평동,중상사고,0,1,1,1,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,38세,부상신고,보행자,여,20세,경상
2021092400100415,2021년 9월 24일 17시,금요일,대전광역시 유성구 지족동,경상사고,0,0,3,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,76세,상해없음,보행자,여,38세,경상
2021092400100546,2021년 9월 24일 21시,금요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,남,45세,중상
2021092500100471,2021년 9월 25일 22시,토요일,대전광역시 서구 변동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,52세,상해없음,보행자,남,55세,경상
2021092600100344,2021년 9월 26일 19시,일요일,대전광역시 대덕구 신탄진동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,남,20세,경상
2021092600100345,2021년 9월 26일 19시,일요일,대전광역시 서구 만년동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,20세,상해없음,보행자,남,23세,경상
2021092700100479,2021년 9월 27일 19시,월요일,대전광역시 동구 용전동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,보행자,여,60세,중상
2021092800100243,2021년 9월 28일 13시,화요일,대전광역시 중구 유천동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61세,상해없음,보행자,여,82세,중상
2021092800100378,2021년 9월 28일 17시,화요일,대전광역시 유성구 구암동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,49세,상해없음,보행자,여,65세,중상
2021092800100443,2021년 9월 28일 18시,화요일,대전광역시 유성구 신봉동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,41세,중상
2021092800100444,2021년 9월 28일 18시,화요일,대전광역시 유성구 구암동,사망사고,1,1,0,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로부근,승용,남,74세,상해없음,보행자,여,29세,사망
2021092800100597,2021년 9월 28일 22시,화요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21세,상해없음,보행자,여,23세,경상
2021092900100015,2021년 9월 29일 01시,수요일,대전광역시 서구 용문동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,남,36세,중상
2021092900100168,2021년 9월 29일 10시,수요일,대전광역시 서구 관저동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,59세,상해없음,보행자,여,50세,중상
2021092900100474,2021년 9월 29일 18시,수요일,대전광역시 서구 탄방동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,보행자,여,62세,중상
2021092900100621,2021년 9월 29일 22시,수요일,대전광역시 서구 용문동,경상사고,0,0,1,0,차대사람 - 기타,기타,젖음/습기,비,기타 - 기타,승용,남,33세,상해없음,보행자,여,33세,경상
2021093000100161,2021년 9월 30일 09시,목요일,대전광역시 대덕구 신탄진동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,33세,상해없음,보행자,남,62세,경상
2021093000100215,2021년 9월 30일 11시,목요일,대전광역시 중구 문화동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,여,64세,상해없음,보행자,여,81세,사망
2021093000100256,2021년 9월 30일 12시,목요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,보행자,남,20세,경상
2021093000100529,2021년 9월 30일 18시,목요일,대전광역시 대덕구 오정동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,51세,상해없음,보행자,여,65세,경상
2021100100100034,2021년 10월 1일 05시,금요일,대전광역시 중구 태평동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,59세,상해없음,보행자,여,76세,중상
2021100100100104,2021년 10월 1일 08시,금요일,대전광역시 대덕구 송촌동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,화물,남,27세,상해없음,보행자,남,66세,중상
2021100100100374,2021년 10월 1일 15시,금요일,대전광역시 유성구 송강동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,보행자,여,59세,경상
2021100100100582,2021년 10월 1일 19시,금요일,대전광역시 중구 대사동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61세,상해없음,화물,여,53세,기타불명
2021100100100684,2021년 10월 1일 22시,금요일,대전광역시 중구 문화동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,68세,상해없음,보행자,남,22세,경상
2021100100100685,2021년 10월 1일 22시,금요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,남,45세,경상
2021100100100686,2021년 10월 1일 22시,금요일,대전광역시 유성구 봉명동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,보행자,남,23세,경상
2021100100100717,2021년 10월 1일 23시,금요일,대전광역시 유성구 전민동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,56세,상해없음,보행자,남,25세,경상
2021100200100145,2021년 10월 2일 10시,토요일,대전광역시 동구 홍도동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,42세,상해없음,보행자,남,70세,중상
2021100200100193,2021년 10월 2일 11시,토요일,대전광역시 유성구 관평동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,여,27세,경상
2021100200100351,2021년 10월 2일 15시,토요일,대전광역시 동구 용운동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,75세,기타불명,보행자,여,62세,중상
2021100200100398,2021년 10월 2일 16시,토요일,대전광역시 동구 가양동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,53세,상해없음,보행자,남,60세,중상
2021100200100491,2021년 10월 2일 18시,토요일,대전광역시 유성구 장대동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,보행자,남,70세,경상
2021100200100535,2021년 10월 2일 19시,토요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,50세,기타불명,보행자,여,62세,경상
2021100300100053,2021년 10월 3일 07시,일요일,대전광역시 유성구 구암동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,55세,기타불명,보행자,여,63세,중상
2021100300100140,2021년 10월 3일 11시,일요일,대전광역시 대덕구 덕암동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,50세,상해없음,보행자,남,4세,경상
2021100300100205,2021년 10월 3일 13시,일요일,대전광역시 중구 문창동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,61세,상해없음,보행자,남,53세,경상
2021100300100243,2021년 10월 3일 14시,일요일,대전광역시 중구 용두동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,남,4세,경상
2021100300100455,2021년 10월 3일 20시,일요일,대전광역시 중구 목동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,62세,상해없음,보행자,여,13세,경상
2021100400100332,2021년 10월 4일 17시,월요일,대전광역시 유성구 덕명동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,흐림,교차로 - 교차로부근,화물,남,63세,상해없음,보행자,여,28세,경상
2021100400100371,2021년 10월 4일 18시,월요일,대전광역시 유성구 도룡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,42세,상해없음,보행자,여,23세,경상
2021100500100289,2021년 10월 5일 13시,화요일,대전광역시 유성구 원내동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,화물,남,56세,상해없음,보행자,여,54세,중상
2021100500100371,2021년 10월 5일 15시,화요일,대전광역시 동구 홍도동,중상사고,0,1,3,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,50세,경상,승용,여,63세,경상
2021100500100461,2021년 10월 5일 17시,화요일,대전광역시 동구 용전동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,64세,상해없음,보행자,여,2세,중상
2021100500100518,2021년 10월 5일 18시,화요일,대전광역시 서구 도마동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,27세,상해없음,보행자,여,53세,중상
2021100500100594,2021년 10월 5일 20시,화요일,대전광역시 서구 갈마동,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,보행자,여,25세,경상
2021100600100074,2021년 10월 6일 07시,수요일,대전광역시 대덕구 비래동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로안,화물,남,60세,상해없음,보행자,여,79세,중상
2021100600100523,2021년 10월 6일 19시,수요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,32세,상해없음,보행자,남,14세,경상
2021100700100007,2021년 10월 7일 01시,목요일,대전광역시 서구 둔산동,사망사고,1,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승합,남,38세,기타불명,보행자,여,23세,사망
2021100700100011,2021년 10월 7일 02시,목요일,대전광역시 유성구 장대동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,남,23세,중상
2021100700100113,2021년 10월 7일 08시,목요일,대전광역시 중구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,보행자,여,69세,중상
2021100700100168,2021년 10월 7일 10시,목요일,대전광역시 서구 내동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,보행자,여,59세,사망
2021100700100345,2021년 10월 7일 15시,목요일,대전광역시 대덕구 법동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,28세,상해없음,보행자,여,68세,중상
2021100800100040,2021년 10월 8일 06시,금요일,대전광역시 서구 용문동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,승용,남,35세,상해없음,보행자,남,64세,경상
2021100800100200,2021년 10월 8일 11시,금요일,대전광역시 동구 용운동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세,상해없음,보행자,여,68세,중상
2021100800100201,2021년 10월 8일 11시,금요일,대전광역시 동구 판암동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,65세,상해없음,보행자,여,91세,중상
2021100800100243,2021년 10월 8일 12시,금요일,대전광역시 중구 태평동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,27세,상해없음,보행자,여,81세,경상
2021100800100279,2021년 10월 8일 13시,금요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,교차로 - 교차로안,승용,여,59세,기타불명,보행자,남,44세,경상
2021100800100398,2021년 10월 8일 16시,금요일,대전광역시 유성구 봉산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,49세,상해없음,보행자,여,64세,중상
2021100800100445,2021년 10월 8일 17시,금요일,대전광역시 중구 대사동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,보행자,남,66세,부상신고
2021100800100589,2021년 10월 8일 19시,금요일,대전광역시 서구 복수동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,승용,남,58세,기타불명,보행자,남,30세,경상
2021100900100008,2021년 10월 9일 00시,토요일,대전광역시 대덕구 법동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,보행자,여,53세,중상
2021100900100061,2021년 10월 9일 08시,토요일,대전광역시 중구 안영동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,맑음,단일로 - 기타,승용,남,69세,상해없음,보행자,여,64세,경상
2021100900100345,2021년 10월 9일 17시,토요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,남,56세,경상
2021101000100495,2021년 10월 10일 21시,일요일,대전광역시 동구 가오동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,이륜,남,45세,상해없음,보행자,남,59세,경상
2021101000100496,2021년 10월 10일 21시,일요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,개인형이동수단(PM),남,22세,상해없음,보행자,여,20세,경상
2021101100100351,2021년 10월 11일 17시,월요일,대전광역시 대덕구 법동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,흐림,단일로 - 기타,승용,여,47세,상해없음,보행자,여,69세,중상
2021101200100044,2021년 10월 12일 06시,화요일,대전광역시 서구 도안동,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,39세,경상,보행자,남,68세,경상
2021101200100452,2021년 10월 12일 18시,화요일,대전광역시 중구 석교동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,59세,경상
2021101200100521,2021년 10월 12일 20시,화요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,여,68세,경상
2021101300100383,2021년 10월 13일 16시,수요일,대전광역시 중구 문창동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,기타 - 기타,승합,남,66세,상해없음,보행자,남,66세,경상
2021101300100384,2021년 10월 13일 16시,수요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,66세,상해없음,보행자,남,60세,경상
2021101300100590,2021년 10월 13일 21시,수요일,대전광역시 동구 자양동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,보행자,남,21세,부상신고
2021101300100591,2021년 10월 13일 21시,수요일,대전광역시 유성구 관평동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,32세,상해없음,보행자,남,49세,중상
2021101400100058,2021년 10월 14일 06시,목요일,대전광역시 중구 석교동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,남,65세,경상
2021101400100202,2021년 10월 14일 10시,목요일,대전광역시 동구 삼성동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,보행자,남,27세,경상
2021101400100241,2021년 10월 14일 11시,목요일,대전광역시 유성구 방동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,65세,기타불명,승용,여,51세,중상
2021101400100275,2021년 10월 14일 12시,목요일,대전광역시 중구 용두동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,23세,부상신고
2021101400100353,2021년 10월 14일 14시,목요일,대전광역시 서구 용문동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,52세,상해없음,보행자,여,61세,중상
2021101500100324,2021년 10월 15일 14시,금요일,대전광역시 유성구 방동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,기타불명,보행자,남,33세,경상
2021101500100499,2021년 10월 15일 18시,금요일,대전광역시 서구 갈마동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,보행자,여,38세,부상신고
2021101500100589,2021년 10월 15일 20시,금요일,대전광역시 중구 태평동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,44세,상해없음,보행자,남,59세,경상
